#40
#Potential Bond\nAngle\nProper-Dih.\nImproper-Dih.\nLJ-(SR)\nCoulomb-(SR)\n
-164.01 1.674759 0.000000 0.000591 1.534396 0.139770 0.000000 0.000000
-155.01 4.440081 0.000003 0.003214 4.110687 0.326178 0.000000 0.000000
-146.02 8.377294 0.000009 0.009336 7.811318 0.556631 0.000000 0.000000
-137.02 13.325927 0.000017 0.017980 12.534560 0.773370 0.000000 0.000000
-128.02 18.927880 0.000023 0.022874 18.032248 0.872736 0.000000 0.000000
-119.02 24.517362 0.000015 0.014813 23.801193 0.701342 0.000000 0.000000
-110.01 28.984216 0.000002 0.002097 28.721883 0.260234 0.000000 0.000000
-101.00 31.163303 0.000000 0.000007 31.150683 0.012613 0.000000 0.000000
-91.99 30.852037 0.000000 0.000028 30.821604 0.030404 0.000000 0.000000
-82.99 28.583509 0.000000 0.000399 28.467610 0.115499 0.000000 0.000000
-73.99 25.143401 0.000001 0.000957 24.965014 0.177429 0.000000 0.000000
-64.99 21.384657 0.000001 0.001209 21.191299 0.192148 0.000000 0.000000
-55.99 18.071557 0.000001 0.001074 17.903683 0.166799 0.000000 0.000000
-46.99 15.736476 0.000000 0.000765 15.611904 0.123806 0.000000 0.000000
-38.00 14.592767 0.000000 0.000452 14.508133 0.084183 0.000000 0.000000
-29.00 14.522901 0.000000 0.000210 14.466885 0.055806 0.000000 0.000000
-20.00 15.139747 0.000000 0.000065 15.105584 0.034098 0.000000 0.000000
-11.00 15.912010 0.000000 0.000008 15.898475 0.013527 0.000000 0.000000
-2.00 16.342072 0.000000 0.000000 16.341554 0.000518 0.000000 0.000000
7.00 16.168571 0.000000 0.000002 16.162584 0.005985 0.000000 0.000000
16.00 15.496440 0.000000 0.000031 15.471633 0.024776 0.000000 0.000000
25.00 14.742311 0.000000 0.000134 14.696356 0.045821 0.000000 0.000000
34.00 14.447057 0.000000 0.000333 14.376463 0.070260 0.000000 0.000000
43.00 15.080773 0.000000 0.000621 14.975205 0.104947 0.000000 0.000000
51.99 16.892442 0.000001 0.000947 16.743112 0.148382 0.000000 0.000000
60.99 19.818808 0.000001 0.001186 19.632966 0.184655 0.000000 0.000000
69.99 23.462911 0.000001 0.001122 23.271831 0.189956 0.000000 0.000000
78.99 27.148351 0.000001 0.000659 26.999417 0.148274 0.000000 0.000000
87.99 30.042060 0.000000 0.000136 29.974386 0.067538 0.000000 0.000000
97.00 31.309722 0.000000 0.000000 31.307993 0.001729 0.000000 0.000000
106.01 30.273596 0.000000 0.000355 30.168487 0.104754 0.000000 0.000000
115.02 26.722441 0.000009 0.008123 26.196505 0.517804 0.000000 0.000000
124.02 21.468328 0.000021 0.021151 20.608111 0.839044 0.000000 0.000000
133.02 15.765882 0.000020 0.021220 14.904343 0.840299 0.000000 0.000000
142.02 10.467522 0.000012 0.013093 9.794843 0.659574 0.000000 0.000000
151.01 6.051266 0.000005 0.005471 5.619981 0.425809 0.000000 0.000000
160.01 2.754477 0.000001 0.001396 2.538290 0.214790 0.000000 0.000000
169.01 0.663782 0.000000 0.000136 0.596599 0.067047 0.000000 0.000000
178.00 -0.210171 0.000000 0.000000 -0.212416 0.002244 0.000000 0.000000
-173.00 0.125647 0.000000 0.000023 0.098266 0.027359 0.000000 0.000000
-164.01 1.674758 0.000001 0.000591 1.534370 0.139796 0.000000 0.000000
