#40
#Potential Bond\nAngle\nProper-Dih.\nImproper-Dih.\nLJ-(SR)\nCoulomb-(SR)\n
171.00 0.364704 0.000000 0.000062 0.319581 0.045062 0.000000 0.000000
180.00 -0.240000 0.000000 0.000000 -0.240000 0.000000 0.000000 0.000000
-171.00 0.364704 0.000000 0.000062 0.319571 0.045071 0.000000 0.000000
-162.01 2.184561 0.000001 0.000932 2.008059 0.175569 0.000000 0.000000
-153.01 5.217045 0.000004 0.004249 4.837704 0.375088 0.000000 0.000000
-144.02 9.398478 0.000010 0.011159 8.778500 0.608809 0.000000 0.000000
-135.02 14.532008 0.000019 0.019734 13.701860 0.810395 0.000000 0.000000
-126.02 20.202471 0.000022 0.022402 19.316462 0.863585 0.000000 0.000000
-117.02 25.654831 0.000012 0.011457 25.027270 0.616092 0.000000 0.000000
-108.01 29.691723 0.000001 0.000949 29.517208 0.173566 0.000000 0.000000
-99.00 31.296985 0.000000 0.000000 31.295072 0.001913 0.000000 0.000000
-89.99 30.491756 0.000000 0.000070 30.443422 0.048264 0.000000 0.000000
-80.99 27.890260 0.000001 0.000526 27.756985 0.132748 0.000000 0.000000
-71.99 24.306258 0.000001 0.001049 24.120284 0.184923 0.000000 0.000000
-62.99 20.586687 0.000001 0.001207 20.396152 0.189328 0.000000 0.000000
-53.99 17.455298 0.000001 0.001014 17.296410 0.157873 0.000000 0.000000
-44.99 15.378521 0.000000 0.000693 15.263636 0.114192 0.000000 0.000000
-36.00 14.494534 0.000000 0.000391 14.417215 0.076928 0.000000 0.000000
-27.00 14.618168 0.000000 0.000169 14.567299 0.050700 0.000000 0.000000
-18.00 15.317380 0.000000 0.000046 15.287897 0.029437 0.000000 0.000000
-9.00 16.051411 0.000000 0.000004 16.041909 0.009499 0.000000 0.000000
0.00 16.358000 0.000000 0.000000 16.358000 0.000000 0.000000 0.000000
9.00 16.051411 0.000000 0.000004 16.041906 0.009501 0.000000 0.000000
18.00 15.317380 0.000000 0.000046 15.287901 0.029432 0.000000 0.000000
27.00 14.618169 0.000000 0.000169 14.567305 0.050694 0.000000 0.000000
36.00 14.494534 0.000000 0.000391 14.417224 0.076919 0.000000 0.000000
44.99 15.378522 0.000000 0.000693 15.263642 0.114186 0.000000 0.000000
53.99 17.455298 0.000001 0.001014 17.296414 0.157869 0.000000 0.000000
62.99 20.586688 0.000001 0.001207 20.396105 0.189375 0.000000 0.000000
71.99 24.306257 0.000001 0.001050 24.120282 0.184924 0.000000 0.000000
80.99 27.890261 0.000001 0.000527 27.756949 0.132784 0.000000 0.000000
89.99 30.491756 0.000000 0.000070 30.443449 0.048237 0.000000 0.000000
99.00 31.296985 0.000000 0.000000 31.295069 0.001916 0.000000 0.000000
108.01 29.691724 0.000001 0.000950 29.517144 0.173629 0.000000 0.000000
117.02 25.654832 0.000012 0.011457 25.027255 0.616108 0.000000 0.000000
126.02 20.202472 0.000022 0.022404 19.316409 0.863636 0.000000 0.000000
135.02 14.532005 0.000019 0.019736 13.701876 0.810375 0.000000 0.000000
144.02 9.398481 0.000010 0.011163 8.778489 0.608819 0.000000 0.000000
153.01 5.217045 0.000004 0.004246 4.837715 0.375080 0.000000 0.000000
162.01 2.184562 0.000001 0.000933 2.008075 0.175553 0.000000 0.000000
171.00 0.364705 0.000000 0.000062 0.319569 0.045074 0.000000 0.000000
